datetime,close
2020-06-05,65.11
2020-06-08,67.18
2020-06-09,65.67
2020-06-10,64.41
2020-06-11,60.26
2020-06-12,61.94
2020-06-15,61.98
2020-06-16,64.08
2020-06-17,63.53
2020-06-18,63.95
2020-06-19,64.22
2020-06-22,63.1
2020-06-23,63.77
2020-06-24,61.88
2020-06-25,63.36
2020-06-26,59.75
2020-06-29,62.59
2020-06-30,63.55
2020-07-01,65.41
2020-07-02,66.52
2020-07-06,66.63
2020-07-07,65.83
2020-07-08,65.59
2020-07-09,63.31
2020-07-10,62.84
2020-07-13,63.53
2020-07-14,65.28
2020-07-15,65.6
2020-07-16,66.03
2020-07-17,66.27
2020-07-20,64.86
2020-07-21,65.87
2020-07-22,66.82
2020-07-23,67.74
2020-07-24,67.51
2020-07-27,67.27
2020-07-28,64.23
2020-07-29,66.34
2020-07-30,66.81
2020-07-31,65.25
2020-08-03,63.1
2020-08-04,62.64
2020-08-05,63.98
2020-08-06,63.72
2020-08-07,64.28
2020-08-10,63.0
2020-08-11,62.88
2020-08-12,65.05
2020-08-13,64.68
2020-08-14,64.64
2020-08-17,64.12
2020-08-18,63.14
2020-08-19,63.47
2020-08-20,62.4
2020-08-21,62.47
2020-08-24,60.28
2020-08-25,60.79
2020-08-26,59.38
2020-08-27,60.49
2020-08-28,60.48
2020-08-31,61.32
2020-09-01,61.37
2020-09-02,61.98
2020-09-03,60.23
2020-09-04,59.67
2020-09-08,57.16
2020-09-09,57.35
2020-09-10,57.1
2020-09-11,56.44
2020-09-14,58.22
2020-09-15,58.18
2020-09-16,59.9
2020-09-17,60.42
2020-09-18,61.13
2020-09-21,55.99
2020-09-22,54.34
2020-09-23,54.94
2020-09-24,54.3
2020-09-25,55.41
2020-09-28,55.52
2020-09-29,55.86
2020-09-30,58.33
2020-10-01,58.82
2020-10-02,59.98
2020-10-05,62.26
2020-10-06,62.25
2020-10-07,64.62
2020-10-08,64.68
2020-10-09,64.2
2020-10-12,65.3
2020-10-13,65.37
2020-10-14,65.19
2020-10-15,65.86
2020-10-16,66.21
2020-10-19,65.73
2020-10-20,65.56
2020-10-21,65.98
2020-10-22,66.94
2020-10-23,67.42
2020-10-26,66.39
2020-10-27,64.14
2020-10-28,61.16
2020-10-29,58.33
2020-10-30,59.1
2020-11-02,62.38
2020-11-03,64.64
2020-11-04,63.99
2020-11-05,67.88
2020-11-06,67.93
2020-11-09,68.82
2020-11-10,71.12
2020-11-11,69.4
2020-11-12,68.83
2020-11-13,69.05
2020-11-16,67.67
2020-11-17,67.28
2020-11-18,65.96
2020-11-19,63.61
2020-11-20,62.96
2020-11-23,63.92
2020-11-24,63.39
2020-11-25,62.19
2020-11-27,63.17
2020-11-30,61.65
2020-12-01,62.87
2020-12-02,63.84
2020-12-03,63.68
2020-12-04,64.6
2020-12-07,64.57
2020-12-08,65.01
2020-12-09,63.45
2020-12-10,61.31
2020-12-11,60.71
2020-12-14,59.73
2020-12-15,60.38
2020-12-16,61.03
2020-12-17,62.09
2020-12-18,61.15
2020-12-21,58.69
2020-12-22,58.07
2020-12-23,58.68
2020-12-24,58.02
2020-12-28,58.83
2020-12-29,59.03
2020-12-30,58.92
2020-12-31,60.03
2021-01-04,62.09
2021-01-05,61.07
2021-01-06,67.66
2021-01-07,69.75
2021-01-08,68.21
2021-01-11,68.68
2021-01-12,68.14
2021-01-13,66.51
2021-01-14,65.03
2021-01-15,63.99
2021-01-19,62.79
2021-01-20,62.42
2021-01-21,62.75
2021-01-22,61.51
2021-01-25,60.93
2021-01-26,60.1
2021-01-27,58.42
2021-01-28,60.77
2021-01-29,60.3
2021-02-01,59.6
2021-02-02,59.64
2021-02-03,60.48
2021-02-04,60.4
2021-02-05,58.88
2021-02-08,58.24
2021-02-09,60.27
2021-02-10,61.06
2021-02-11,59.97
2021-02-12,59.2
2021-02-16,58.19
2021-02-17,58.61
2021-02-18,58.73
2021-02-19,57.97
2021-02-22,58.28
2021-02-23,59.3
2021-02-24,59.35
2021-02-25,58.76
2021-02-26,58.54
2021-03-01,59.39
2021-03-02,59.14
2021-03-03,58.8
2021-03-04,59.29
2021-03-05,60.52
2021-03-08,61.72
2021-03-09,61.49
2021-03-10,61.59
2021-03-11,61.89
2021-03-12,62.9
2021-03-15,62.8
2021-03-16,62.97
2021-03-17,61.89
2021-03-18,63.57
2021-03-19,64.24
2021-03-22,64.46
2021-03-23,64.06
2021-03-24,64.94
2021-03-25,64.94
2021-03-26,64.86
2021-03-29,65.64
2021-03-30,65.38
2021-03-31,63.91
2021-04-01,63.25
2021-04-05,63.96
2021-04-06,62.64
2021-04-07,62.62
2021-04-08,61.54
2021-04-09,62.61
2021-04-12,62.43
2021-04-13,62.23
2021-04-14,62.58
2021-04-15,64.24
2021-04-16,64.96
2021-04-19,65.38
2021-04-20,65.43
2021-04-21,65.49
2021-04-22,64.64
2021-04-23,65.37
2021-04-26,66.0
2021-04-27,61.31
2021-04-28,59.49
2021-04-29,60.59
2021-04-30,61.74
2021-05-03,62.42
2021-05-04,64.56
2021-05-05,65.29
2021-05-06,65.19
2021-05-07,70.45
2021-05-10,69.56
2021-05-11,68.06
2021-05-12,69.64
2021-05-13,68.39
2021-05-14,69.2
2021-05-17,70.56
2021-05-18,70.73
2021-05-19,70.88
2021-05-20,71.8
2021-05-21,73.73
2021-05-24,73.92
2021-05-25,73.96
2021-05-26,73.49
2021-05-27,73.72
2021-05-28,73.6
2021-06-01,73.28
2021-06-02,72.61
2021-06-03,72.41
2021-06-04,71.44
2021-06-07,71.28
2021-06-08,71.55
2021-06-09,71.66
2021-06-10,71.02
2021-06-11,70.81
2021-06-14,68.78
2021-06-15,70.0
2021-06-16,72.62
2021-06-17,74.31
2021-06-18,71.69
2021-06-21,72.17
2021-06-22,72.2
2021-06-23,73.09
2021-06-24,72.8
2021-06-25,73.9
2021-06-28,74.3
2021-06-29,73.75
2021-06-30,72.93
2021-07-01,73.66
2021-07-02,73.88
2021-07-06,73.61
2021-07-07,74.14
2021-07-08,72.66
2021-07-09,73.51
2021-07-12,74.7
2021-07-13,74.57
2021-07-14,73.77
2021-07-15,73.3
2021-07-16,72.66
2021-07-19,71.37
2021-07-20,71.67
2021-07-21,72.91
2021-07-22,73.15
2021-07-23,73.46
2021-07-26,72.67
2021-07-27,70.47
2021-07-28,69.73
2021-07-29,69.08
