datetime,close
2020-06-05,73.01
2020-06-08,73.85
2020-06-09,71.88
2020-06-10,71.87
2020-06-11,67.4
2020-06-12,66.96
2020-06-15,67.89
2020-06-16,69.44
2020-06-17,69.61
2020-06-18,69.72
2020-06-19,73.18
2020-06-22,71.2
2020-06-23,71.05
2020-06-24,68.65
2020-06-25,68.36
2020-06-26,66.54
2020-06-29,67.94
2020-06-30,68.55
2020-07-01,69.49
2020-07-02,69.91
2020-07-06,70.93
2020-07-07,70.07
2020-07-08,69.97
2020-07-09,69.63
2020-07-10,69.93
2020-07-13,69.45
2020-07-14,69.73
2020-07-15,71.81
2020-07-16,71.7
2020-07-17,71.26
2020-07-20,71.42
2020-07-21,71.41
2020-07-22,72.06
2020-07-23,72.13
2020-07-24,71.79
2020-07-27,72.45
2020-07-28,71.14
2020-07-29,73.41
2020-07-30,71.26
2020-07-31,69.45
2020-08-03,68.82
2020-08-04,68.91
2020-08-05,69.31
2020-08-06,69.95
2020-08-07,70.04
2020-08-10,71.98
2020-08-11,72.41
2020-08-12,72.77
2020-08-13,73.08
2020-08-14,72.91
2020-08-17,72.86
2020-08-18,73.41
2020-08-19,72.44
2020-08-20,71.63
2020-08-21,71.82
2020-08-24,72.36
2020-08-25,71.81
2020-08-26,71.39
2020-08-27,73.24
2020-08-28,72.8
2020-08-31,73.37
2020-09-01,72.47
2020-09-02,75.23
2020-09-03,73.77
2020-09-04,72.01
2020-09-08,70.04
2020-09-09,71.57
2020-09-10,70.38
2020-09-11,70.95
2020-09-14,71.94
2020-09-15,71.7
2020-09-16,72.42
2020-09-17,71.78
2020-09-18,69.85
2020-09-21,68.7
2020-09-22,68.63
2020-09-23,67.73
2020-09-24,67.48
2020-09-25,69.31
2020-09-28,71.6
2020-09-29,71.19
2020-09-30,72.29
2020-10-01,72.31
2020-10-02,71.18
2020-10-05,71.76
2020-10-06,71.98
2020-10-07,71.48
2020-10-08,71.84
2020-10-09,72.39
2020-10-12,73.79
2020-10-13,73.25
2020-10-14,74.23
2020-10-15,73.76
2020-10-16,74.63
2020-10-19,72.36
2020-10-20,72.7
2020-10-21,72.56
2020-10-22,72.59
2020-10-23,73.72
2020-10-26,72.87
2020-10-27,72.74
2020-10-28,70.64
2020-10-29,70.48
2020-10-30,70.09
2020-11-02,71.87
2020-11-03,72.45
2020-11-04,72.1
2020-11-05,72.4
2020-11-06,72.96
2020-11-09,73.87
2020-11-10,74.72
2020-11-11,74.61
2020-11-12,73.86
2020-11-13,75.46
2020-11-16,75.26
2020-11-17,74.77
2020-11-18,72.92
2020-11-19,72.87
2020-11-20,73.25
2020-11-23,73.61
2020-11-24,74.37
2020-11-25,74.12
2020-11-27,74.1
2020-11-30,74.84
2020-12-01,75.37
2020-12-02,75.47
2020-12-03,73.89
2020-12-04,74.29
2020-12-07,72.84
2020-12-08,74.15
2020-12-09,74.41
2020-12-10,73.97
2020-12-11,74.51
2020-12-14,74.25
2020-12-15,75.36
2020-12-16,77.4
2020-12-17,78.16
2020-12-18,77.6
2020-12-21,76.59
2020-12-22,77.38
2020-12-23,77.69
2020-12-24,78.41
2020-12-28,78.05
2020-12-29,78.5
2020-12-30,77.98
2020-12-31,78.48
2021-01-04,77.74
2021-01-05,78.21
2021-01-06,78.83
2021-01-07,79.63
2021-01-08,79.86
2021-01-11,78.88
2021-01-12,78.93
2021-01-13,80.65
2021-01-14,80.33
2021-01-15,80.21
2021-01-19,79.51
2021-01-20,79.74
2021-01-21,79.62
2021-01-22,79.9
2021-01-25,80.5
2021-01-26,81.33
2021-01-27,83.3
2021-01-28,80.66
2021-01-29,80.11
2021-02-01,80.09
2021-02-02,80.48
2021-02-03,79.74
2021-02-04,80.09
2021-02-05,79.82
2021-02-08,78.5
2021-02-09,79.02
2021-02-10,79.0
2021-02-11,75.9
2021-02-12,74.95
2021-02-16,72.75
2021-02-17,72.49
2021-02-18,72.54
2021-02-19,71.56
2021-02-22,70.91
2021-02-23,70.07
2021-02-24,70.29
2021-02-25,69.94
2021-02-26,69.14
2021-03-01,70.15
2021-03-02,69.61
2021-03-03,68.55
2021-03-04,68.22
2021-03-05,70.39
2021-03-08,70.17
2021-03-09,70.53
2021-03-10,70.83
2021-03-11,71.08
2021-03-12,71.26
2021-03-15,72.38
2021-03-16,72.2
2021-03-17,72.3
2021-03-18,71.74
2021-03-19,71.95
2021-03-22,71.97
2021-03-23,71.73
2021-03-24,71.83
2021-03-25,72.28
2021-03-26,72.43
2021-03-29,72.49
2021-03-30,71.64
2021-03-31,71.88
2021-04-01,72.92
2021-04-05,73.25
2021-04-06,72.19
2021-04-07,72.26
2021-04-08,72.2
2021-04-09,72.79
2021-04-12,73.57
2021-04-13,74.02
2021-04-14,73.83
2021-04-15,74.52
2021-04-16,75.31
2021-04-19,74.68
2021-04-20,75.32
2021-04-21,75.89
2021-04-22,75.94
2021-04-23,75.56
2021-04-26,75.61
2021-04-27,75.51
2021-04-28,74.97
2021-04-29,75.34
2021-04-30,75.05
2021-05-03,75.99
2021-05-04,75.48
2021-05-05,74.6
2021-05-06,75.17
2021-05-07,76.68
2021-05-10,77.35
2021-05-11,76.69
2021-05-12,76.31
2021-05-13,76.87
2021-05-14,76.8
2021-05-17,76.5
2021-05-18,77.92
2021-05-19,78.43
2021-05-20,78.46
2021-05-21,77.53
2021-05-24,77.0
2021-05-25,78.12
2021-05-26,79.03
2021-05-27,78.29
2021-05-28,78.25
2021-06-01,77.9
2021-06-02,78.05
2021-06-03,80.26
2021-06-04,80.35
2021-06-07,79.53
2021-06-08,79.49
2021-06-09,80.03
2021-06-10,81.08
2021-06-11,81.27
2021-06-14,80.69
2021-06-15,80.24
2021-06-16,79.3
2021-06-17,78.93
2021-06-18,78.8
2021-06-21,79.48
2021-06-22,79.07
2021-06-23,78.14
2021-06-24,78.28
2021-06-25,78.45
2021-06-28,78.5
2021-06-29,78.36
2021-06-30,78.16
2021-07-01,78.49
2021-07-02,79.46
2021-07-06,79.56
2021-07-07,80.22
2021-07-08,79.74
2021-07-09,79.57
2021-07-12,80.01
2021-07-13,79.72
2021-07-14,79.62
2021-07-15,79.5
2021-07-16,77.46
2021-07-19,76.72
2021-07-20,77.81
2021-07-21,77.69
2021-07-22,78.06
2021-07-23,78.41
2021-07-26,78.29
2021-07-27,79.35
2021-07-28,78.76
2021-07-29,78.53
2021-07-30,80.39
2021-08-02,80.11
2021-08-03,81.91
2021-08-04,80.09
2021-08-05,79.9
2021-08-06,80.0
2021-08-09,80.0
2021-08-10,79.1
2021-08-11,79.48
2021-08-12,79.54
2021-08-13,79.63
2021-08-16,80.15
2021-08-17,80.78
2021-08-18,79.36
2021-08-19,79.62
2021-08-20,78.96
2021-08-23,77.92
2021-08-24,77.19
2021-08-25,76.51
2021-08-26,76.07
2021-08-27,76.84
2021-08-30,76.22
2021-08-31,76.35
2021-09-01,76.08
2021-09-02,76.3
2021-09-03,75.69
2021-09-07,75.79
2021-09-08,75.67
2021-09-09,75.05
2021-09-10,74.45
2021-09-13,74.5
2021-09-14,73.92
2021-09-15,74.23
2021-09-16,74.02
2021-09-17,75.04
2021-09-20,73.69
2021-09-21,73.35
2021-09-22,72.96
2021-09-23,73.17
2021-09-24,72.98
2021-09-27,72.04
2021-09-28,71.19
2021-09-29,71.13
2021-09-30,70.52
2021-10-01,70.34
2021-10-04,70.19
2021-10-05,69.94
2021-10-06,70.62
2021-10-07,70.74
2021-10-08,71.07
2021-10-11,70.59
2021-10-12,70.24
2021-10-13,70.7
2021-10-14,71.72
2021-10-15,71.42
2021-10-18,70.12
2021-10-19,71.4
2021-10-20,72.06
2021-10-21,71.87
2021-10-22,71.81
2021-10-25,71.63
2021-10-26,71.95
2021-10-27,69.89
2021-10-28,70.67
2021-10-29,74.29
2021-11-01,76.28
2021-11-02,76.67
2021-11-03,78.24
2021-11-04,75.69
2021-11-05,75.49
2021-11-08,74.46
2021-11-09,74.16
2021-11-10,74.36
2021-11-11,74.63
2021-11-12,75.01
