datetime,close
2020-06-05,13.45
2020-06-08,13.79
2020-06-09,13.52
2020-06-10,12.79
2020-06-11,11.66
2020-06-12,12.2
2020-06-15,12.19
2020-06-16,12.58
2020-06-17,12.07
2020-06-18,11.97
2020-06-19,11.97
2020-06-22,11.84
2020-06-23,11.81
2020-06-24,11.14
2020-06-25,11.45
2020-06-26,10.83
2020-06-29,11.31
2020-06-30,11.57
2020-07-01,11.21
2020-07-02,11.18
2020-07-06,11.36
2020-07-07,11.0
2020-07-08,10.97
2020-07-09,10.4
2020-07-10,11.13
2020-07-13,11.31
2020-07-14,11.16
2020-07-15,11.71
2020-07-16,11.66
2020-07-17,11.35
2020-07-20,11.09
2020-07-21,11.71
2020-07-22,11.57
2020-07-23,11.78
2020-07-24,12.0
2020-07-27,11.36
2020-07-28,11.19
2020-07-29,11.47
2020-07-30,11.24
2020-07-31,10.79
2020-08-03,10.68
2020-08-04,10.52
2020-08-05,10.72
2020-08-06,10.85
2020-08-07,11.32
2020-08-10,11.55
2020-08-11,11.65
2020-08-12,11.55
2020-08-13,11.24
2020-08-14,11.36
2020-08-17,11.17
2020-08-18,10.85
2020-08-19,10.8
2020-08-20,10.51
2020-08-21,10.45
2020-08-24,10.79
2020-08-25,10.81
2020-08-26,10.46
2020-08-27,10.72
2020-08-28,10.69
2020-08-31,10.58
2020-09-01,10.56
2020-09-02,10.65
2020-09-03,10.64
2020-09-04,11.03
2020-09-08,10.55
2020-09-09,10.43
2020-09-10,10.14
2020-09-11,10.18
2020-09-14,10.59
2020-09-15,10.32
2020-09-16,10.5
2020-09-17,10.62
2020-09-18,10.63
2020-09-21,10.2
2020-09-22,10.03
2020-09-23,9.89
2020-09-24,9.88
2020-09-25,9.93
2020-09-28,10.23
2020-09-29,10.17
2020-09-30,10.31
2020-10-01,10.17
2020-10-02,10.53
2020-10-05,10.77
2020-10-06,10.78
2020-10-07,10.97
2020-10-08,11.03
2020-10-09,10.83
2020-10-12,10.9
2020-10-13,10.42
2020-10-14,10.31
2020-10-15,10.62
2020-10-16,10.58
2020-10-19,10.37
2020-10-20,10.52
2020-10-21,10.56
2020-10-22,11.33
2020-10-23,11.44
2020-10-26,11.08
2020-10-27,10.64
2020-10-28,10.53
2020-10-29,10.75
2020-10-30,10.67
2020-11-02,11.31
2020-11-03,11.58
2020-11-04,10.57
2020-11-05,11.01
2020-11-06,10.49
2020-11-09,12.77
2020-11-10,12.96
2020-11-11,12.59
2020-11-12,12.15
2020-11-13,12.68
2020-11-16,13.3
2020-11-17,13.15
2020-11-18,12.98
2020-11-19,12.86
2020-11-20,12.73
2020-11-23,12.99
2020-11-24,13.52
2020-11-25,13.21
2020-11-27,12.86
2020-11-30,12.4
2020-12-01,12.8
2020-12-02,12.93
2020-12-03,12.89
2020-12-04,13.23
2020-12-07,13.34
2020-12-08,13.15
2020-12-09,13.2
2020-12-10,13.2
2020-12-11,13.02
2020-12-14,13.01
2020-12-15,13.15
2020-12-16,13.03
2020-12-17,12.89
2020-12-18,12.76
2020-12-21,12.8
2020-12-22,12.56
2020-12-23,12.93
2020-12-24,12.89
2020-12-28,13.0
2020-12-29,12.68
2020-12-30,12.95
2020-12-31,12.93
2021-01-04,12.87
2021-01-05,12.88
2021-01-06,14.0
2021-01-07,14.16
2021-01-08,14.04
2021-01-11,14.13
2021-01-12,14.45
2021-01-13,14.3
2021-01-14,14.7
2021-01-15,14.42
2021-01-19,14.63
2021-01-20,14.45
2021-01-21,14.15
2021-01-22,14.04
2021-01-25,14.39
2021-01-26,14.45
2021-01-27,14.12
2021-01-28,13.9
2021-01-29,13.66
2021-02-01,13.73
2021-02-02,13.74
2021-02-03,14.14
2021-02-04,14.68
2021-02-05,14.52
2021-02-08,14.83
2021-02-09,15.03
2021-02-10,15.13
2021-02-11,15.05
2021-02-12,15.15
2021-02-16,15.57
2021-02-17,15.46
2021-02-18,15.33
2021-02-19,15.68
2021-02-22,18.02
2021-02-23,18.73
2021-02-24,19.14
2021-02-25,18.46
2021-02-26,17.94
2021-03-01,18.23
2021-03-02,18.15
2021-03-03,18.29
2021-03-04,17.89
2021-03-05,18.39
2021-03-08,18.75
2021-03-09,18.06
2021-03-10,18.47
2021-03-11,18.29
2021-03-12,18.45
2021-03-15,18.21
2021-03-16,17.88
2021-03-17,17.88
2021-03-18,18.05
2021-03-19,17.77
2021-03-22,17.46
2021-03-23,17.06
2021-03-24,17.28
2021-03-25,17.73
2021-03-26,18.03
2021-03-29,17.49
2021-03-30,17.85
2021-03-31,17.9
2021-04-01,18.1
2021-04-05,18.08
2021-04-06,17.91
2021-04-07,17.99
2021-04-08,17.88
2021-04-09,17.99
2021-04-12,18.19
2021-04-13,17.96
2021-04-14,18.05
2021-04-15,17.91
2021-04-16,17.86
2021-04-19,18.04
2021-04-20,17.36
2021-04-21,17.8
2021-04-22,17.35
2021-04-23,17.9
2021-04-26,18.18
2021-04-27,18.26
2021-04-28,18.28
2021-04-29,18.7
2021-04-30,18.13
2021-05-03,18.13
2021-05-04,18.5
2021-05-05,18.67
2021-05-06,18.83
2021-05-07,18.92
2021-05-10,18.88
2021-05-11,18.76
2021-05-12,18.28
2021-05-13,19.03
2021-05-14,19.35
2021-05-17,19.41
2021-05-18,19.11
2021-05-19,18.94
2021-05-20,18.81
2021-05-21,19.04
2021-05-24,18.87
2021-05-25,18.33
2021-05-26,18.47
2021-05-27,18.75
2021-05-28,18.91
2021-06-01,19.08
2021-06-02,19.12
2021-06-03,19.18
2021-06-04,19.02
2021-06-07,18.84
2021-06-08,18.95
2021-06-09,18.58
2021-06-10,18.13
2021-06-11,18.29
2021-06-14,18.0
2021-06-15,18.24
2021-06-16,18.45
2021-06-17,17.39
2021-06-18,16.85
2021-06-21,17.37
2021-06-22,17.27
2021-06-23,17.22
2021-06-24,17.42
2021-06-25,17.86
2021-06-28,17.37
2021-06-29,17.21
2021-06-30,17.14
2021-07-01,17.4
2021-07-02,17.21
2021-07-06,16.75
2021-07-07,16.59
2021-07-08,16.1
2021-07-09,16.7
2021-07-12,16.72
2021-07-13,16.48
2021-07-14,16.46
2021-07-15,16.62
2021-07-16,16.03
2021-07-19,15.29
2021-07-20,15.77
2021-07-21,15.8
2021-07-22,15.27
2021-07-23,15.26
2021-07-26,15.7
2021-07-27,15.94
2021-07-28,15.93
2021-07-29,15.87
2021-07-30,15.7
2021-08-02,15.63
2021-08-03,15.95
2021-08-04,15.64
2021-08-05,15.8
2021-08-06,16.25
2021-08-09,16.21
2021-08-10,16.39
2021-08-11,16.71
2021-08-12,16.61
2021-08-13,16.36
2021-08-16,16.21
2021-08-17,16.05
2021-08-18,15.88
2021-08-19,15.67
2021-08-20,15.82
2021-08-23,15.98
2021-08-24,16.18
2021-08-25,16.48
2021-08-26,16.33
2021-08-27,16.62
2021-08-30,16.31
2021-08-31,16.43
2021-09-01,16.35
2021-09-02,16.42
2021-09-03,16.33
2021-09-07,16.27
2021-09-08,16.15
2021-09-09,16.16
2021-09-10,15.99
2021-09-13,16.14
2021-09-14,15.69
2021-09-15,16.1
2021-09-16,16.08
2021-09-17,16.02
2021-09-20,15.62
2021-09-21,15.58
2021-09-22,15.93
2021-09-23,16.6
2021-09-24,16.73
2021-09-27,17.67
2021-09-28,17.6
2021-09-29,17.89
2021-09-30,17.47
2021-10-01,17.83
2021-10-04,17.92
2021-10-05,17.94
2021-10-06,17.79
2021-10-07,17.96
2021-10-08,17.99
2021-10-11,17.74
2021-10-12,17.67
2021-10-13,17.49
2021-10-14,17.73
2021-10-15,17.73
2021-10-18,17.68
2021-10-19,17.78
2021-10-20,18.81
2021-10-21,18.71
2021-10-22,18.72
2021-10-25,18.64
2021-10-26,18.19
2021-10-27,17.48
2021-10-28,17.39
2021-10-29,17.14
2021-11-01,17.72
2021-11-02,17.82
2021-11-03,18.58
2021-11-04,17.9
2021-11-05,17.98
2021-11-08,18.12
2021-11-09,17.9
2021-11-10,18.08
2021-11-11,18.4
2021-11-12,18.46
